Simulation time (in s),avgServedBlocksDl-SingleCell_withSecondaryGnb-masterEnb #comment:- Number of resource block (values in blocks) by Enb in downlink with total reource blocks=50.,Simulation time (in sec),avgServedBlocksDl-SingleCell_withSecondaryGnb-secondarygnb #comment:- Number of resource block (values in blocks) by gnb in downlink with total reource blocks=50.
31.514,2,31.514,2
31.515,1,31.515,1
31.516,1,31.516,1
31.517,1,31.517,0
31.518,0,31.518,0
31.519,2,31.519,1
31.52,2,31.52,0
31.521,0,31.521,0
31.522,0,31.522,1
31.523,0,31.523,0
31.524,0,31.524,0
31.525,0,31.525,0
31.526,0,31.526,0
31.527,0,31.527,0
31.528,0,31.528,0
31.529,0,31.529,0
31.53,0,31.53,0
31.531,1,31.531,0
31.532,0,31.532,3
31.533,2,31.533,2
31.534,2,31.534,2
31.535,1,31.535,1
31.536,1,31.536,1
31.537,1,31.537,0
31.538,0,31.538,0
31.539,2,31.539,1
31.54,2,31.54,0
31.541,0,31.541,0
31.542,0,31.542,1
31.543,0,31.543,0
31.544,0,31.544,0
31.545,0,31.545,0
31.546,0,31.546,0
31.547,0,31.547,0
31.548,0,31.548,0
31.549,0,31.549,0
31.55,0,31.55,0
31.551,1,31.551,0
31.552,0,31.552,3
31.553,2,31.553,2
31.554,2,31.554,2
31.555,1,31.555,1
31.556,1,31.556,1
31.557,1,31.557,0
31.558,0,31.558,0
31.559,2,31.559,1
31.56,2,31.56,0
31.561,0,31.561,0
31.562,0,31.562,1
31.563,0,31.563,0
31.564,0,31.564,0
31.565,0,31.565,0
31.566,0,31.566,0
31.567,0,31.567,0
31.568,0,31.568,0
31.569,0,31.569,0
31.57,0,31.57,0
31.571,1,31.571,0
31.572,0,31.572,3
31.573,2,31.573,2
31.574,2,31.574,2
31.575,1,31.575,1
31.576,1,31.576,1
31.577,1,31.577,0
31.578,0,31.578,0
31.579,2,31.579,1
31.58,2,31.58,0
31.581,0,31.581,1
31.582,0,31.582,1
31.583,0,31.583,0
31.584,0,31.584,0
31.585,0,31.585,0
31.586,0,31.586,0
31.587,0,31.587,0
31.588,0,31.588,0
31.589,0,31.589,0
31.59,0,31.59,0
31.591,1,31.591,0
31.592,0,31.592,3
31.593,2,31.593,2
31.594,2,31.594,2
31.595,1,31.595,1
31.596,1,31.596,1
31.597,1,31.597,0
31.598,0,31.598,0
31.599,2,31.599,1
31.6,2,31.6,0
31.601,0,31.601,0
31.602,0,31.602,1
31.603,0,31.603,0
31.604,0,31.604,0
31.605,0,31.605,0
31.606,0,31.606,0
31.607,0,31.607,0
31.608,0,31.608,0
31.609,0,31.609,0
31.61,0,31.61,0
31.611,1,31.611,0
31.612,0,31.612,3
31.613,2,31.613,2
31.614,2,31.614,2
31.615,1,31.615,1
31.616,1,31.616,1
31.617,1,31.617,0
31.618,0,31.618,0
31.619,2,31.619,1
31.62,2,31.62,0
31.621,0,31.621,0
31.622,1,31.622,1
31.623,0,31.623,0
31.624,0,31.624,0
31.625,0,31.625,0
31.626,0,31.626,0
31.627,0,31.627,0
31.628,0,31.628,0
31.629,0,31.629,0
31.63,0,31.63,0
31.631,1,31.631,0
31.632,0,31.632,3
31.633,2,31.633,2
31.634,2,31.634,2
31.635,1,31.635,1
31.636,1,31.636,1
31.637,1,31.637,0
31.638,0,31.638,0
31.639,2,31.639,1
31.64,2,31.64,0
31.641,0,31.641,0
31.642,0,31.642,1
31.643,0,31.643,0
31.644,0,31.644,0
31.645,0,31.645,0
31.646,0,31.646,0
31.647,0,31.647,0
31.648,0,31.648,0
31.649,0,31.649,0
31.65,0,31.65,0
31.651,1,31.651,0
31.652,0,31.652,3
31.653,2,31.653,2
31.654,2,31.654,2
31.655,1,31.655,1
31.656,1,31.656,1
31.657,1,31.657,0
31.658,0,31.658,0
31.659,2,31.659,2
31.66,2,31.66,0
31.661,0,31.661,0
31.662,0,31.662,1
31.663,0,31.663,0
31.664,0,31.664,0
31.665,0,31.665,0
31.666,0,31.666,0
31.667,0,31.667,0
31.668,0,31.668,0
31.669,0,31.669,0
31.67,0,31.67,0
31.671,1,31.671,0
31.672,0,31.672,3
31.673,2,31.673,2
31.674,2,31.674,2
31.675,1,31.675,1
31.676,1,31.676,1
31.677,1,31.677,0
31.678,0,31.678,0
31.679,2,31.679,1
31.68,2,31.68,0
31.681,0,31.681,0
31.682,0,31.682,1
31.683,0,31.683,0
31.684,0,31.684,0
31.685,0,31.685,0
31.686,0,31.686,0
31.687,0,31.687,0
31.688,0,31.688,0
31.689,0,31.689,0
31.69,0,31.69,0
31.691,1,31.691,0
31.692,0,31.692,3
31.693,2,31.693,2
31.694,2,31.694,2
31.695,1,31.695,1
31.696,1,31.696,1
31.697,1,31.697,0
31.698,0,31.698,0
31.699,2,31.699,1
31.7,2,31.7,0
31.701,0,31.701,0
31.702,0,31.702,1
31.703,0,31.703,0
31.704,0,31.704,0
31.705,0,31.705,0
31.706,0,31.706,0
31.707,0,31.707,0
31.708,0,31.708,0
31.709,0,31.709,0
31.71,0,31.71,0
31.711,1,31.711,0
31.712,0,31.712,3
31.713,2,31.713,2
31.714,2,31.714,2
31.715,1,31.715,1
31.716,1,31.716,1
31.717,1,31.717,0
31.718,0,31.718,0
31.719,2,31.719,1
31.72,2,31.72,0
31.721,0,31.721,0
31.722,0,31.722,1
31.723,0,31.723,0
31.724,0,31.724,0
31.725,0,31.725,0
31.726,0,31.726,0
31.727,0,31.727,0
31.728,0,31.728,0
31.729,0,31.729,0
31.73,0,31.73,0
31.731,1,31.731,0
31.732,0,31.732,3
31.733,2,31.733,2
31.734,2,31.734,2
31.735,1,31.735,1
31.736,1,31.736,1
31.737,1,31.737,0
31.738,0,31.738,0
31.739,2,31.739,1
31.74,2,31.74,0
31.741,0,31.741,0
31.742,0,31.742,1
31.743,0,31.743,0
31.744,0,31.744,0
31.745,0,31.745,0
31.746,0,31.746,0
31.747,0,31.747,0
31.748,0,31.748,0
31.749,0,31.749,0
31.75,0,31.75,0
31.751,1,31.751,0
31.752,0,31.752,3
31.753,2,31.753,2
31.754,2,31.754,2
31.755,1,31.755,1
31.756,1,31.756,1
31.757,1,31.757,0
31.758,0,31.758,0
31.759,2,31.759,1
31.76,2,31.76,1
31.761,0,31.761,0
31.762,0,31.762,1
31.763,0,31.763,0
31.764,0,31.764,0
31.765,0,31.765,0
31.766,0,31.766,0
31.767,0,31.767,0
31.768,0,31.768,0
31.769,0,31.769,0
31.77,0,31.77,0
31.771,1,31.771,0
31.772,0,31.772,3
31.773,2,31.773,2
31.774,2,31.774,2
31.775,1,31.775,1
31.776,1,31.776,1
31.777,1,31.777,0
31.778,0,31.778,0
31.779,2,31.779,1
31.78,2,31.78,0
31.781,0,31.781,0
31.782,0,31.782,1
31.783,0,31.783,0
31.784,0,31.784,0
31.785,0,31.785,0
31.786,0,31.786,0
31.787,0,31.787,0
31.788,0,31.788,0
31.789,0,31.789,0
31.79,0,31.79,0
31.791,1,31.791,0
31.792,0,31.792,3
31.793,2,31.793,2
31.794,2,31.794,2
31.795,1,31.795,1
31.796,1,31.796,1
31.797,1,31.797,0
31.798,0,31.798,0
31.799,2,31.799,1
31.8,2,31.8,0
31.801,0,31.801,0
31.802,0,31.802,1
31.803,0,31.803,0
31.804,0,31.804,0
31.805,0,31.805,0
31.806,0,31.806,0
31.807,0,31.807,0
31.808,0,31.808,0
31.809,0,31.809,0
31.81,0,31.81,0
31.811,1,31.811,0
31.812,0,31.812,3
31.813,2,31.813,2
31.814,2,31.814,2
31.815,1,31.815,1
31.816,1,31.816,1
31.817,1,31.817,0
31.818,0,31.818,0
31.819,2,31.819,1
31.82,2,31.82,0
31.821,0,31.821,0
31.822,1,31.822,1
31.823,0,31.823,0
31.824,0,31.824,0
31.825,0,31.825,0
31.826,0,31.826,0
31.827,0,31.827,0
31.828,0,31.828,1
31.829,0,31.829,0
31.83,0,31.83,0
31.831,1,31.831,0
31.832,0,31.832,3
31.833,2,31.833,2
31.834,2,31.834,2
31.835,1,31.835,1
31.836,1,31.836,1
31.837,1,31.837,0
31.838,0,31.838,0
31.839,2,31.839,1
31.84,2,31.84,0
31.841,0,31.841,0
31.842,0,31.842,1
31.843,0,31.843,0
31.844,0,31.844,0
31.845,0,31.845,0
31.846,0,31.846,0
31.847,0,31.847,0
31.848,0,31.848,0
31.849,0,31.849,0
31.85,0,31.85,0
31.851,1,31.851,0
31.852,0,31.852,3
31.853,2,31.853,2
31.854,2,31.854,2
31.855,1,31.855,1
31.856,1,31.856,1
31.857,1,31.857,0
31.858,0,31.858,0
31.859,2,31.859,1
31.86,2,31.86,0
31.861,0,31.861,0
31.862,0,31.862,1
31.863,0,31.863,0
31.864,0,31.864,0
31.865,0,31.865,0
31.866,0,31.866,0
31.867,0,31.867,0
31.868,0,31.868,0
31.869,0,31.869,0
31.87,0,31.87,0
31.871,1,31.871,0
31.872,0,31.872,3
31.873,2,31.873,2
31.874,2,31.874,2
31.875,1,31.875,1
31.876,1,31.876,1
31.877,1,31.877,0
31.878,0,31.878,0
31.879,2,31.879,1
31.88,2,31.88,0
31.881,0,31.881,0
31.882,0,31.882,1
31.883,0,31.883,0
31.884,0,31.884,0
31.885,0,31.885,0
31.886,0,31.886,0
31.887,0,31.887,0
31.888,0,31.888,0
31.889,0,31.889,0
31.89,0,31.89,0
31.891,1,31.891,0
31.892,0,31.892,3
31.893,2,31.893,2
31.894,2,31.894,2
31.895,1,31.895,1
31.896,1,31.896,1
31.897,1,31.897,0
31.898,0,31.898,0
31.899,2,31.899,1
31.9,2,31.9,0
31.901,0,31.901,0
31.902,0,31.902,1
31.903,0,31.903,0
31.904,0,31.904,0
31.905,0,31.905,0
31.906,0,31.906,0
31.907,0,31.907,0
31.908,0,31.908,0
31.909,0,31.909,0
31.91,0,31.91,0
31.911,1,31.911,0
31.912,0,31.912,3
31.913,2,31.913,2
31.914,2,31.914,2
31.915,1,31.915,1
31.916,1,31.916,1
31.917,1,31.917,0
31.918,0,31.918,0
31.919,2,31.919,1
31.92,2,31.92,1
31.921,0,31.921,0
31.922,0,31.922,1
31.923,0,31.923,0
31.924,0,31.924,0
31.925,0,31.925,0
31.926,0,31.926,0
31.927,0,31.927,0
31.928,0,31.928,0
31.929,0,31.929,0
31.93,0,31.93,0
31.931,1,31.931,0
31.932,0,31.932,3
31.933,2,31.933,2
31.934,2,31.934,2
31.935,1,31.935,1
31.936,1,31.936,1
31.937,1,31.937,0
31.938,0,31.938,0
31.939,2,31.939,1
31.94,2,31.94,0
31.941,0,31.941,0
31.942,0,31.942,1
31.943,0,31.943,0
31.944,0,31.944,0
31.945,0,31.945,0
31.946,0,31.946,0
31.947,0,31.947,0
31.948,0,31.948,0
31.949,0,31.949,0
31.95,0,31.95,0
31.951,1,31.951,0
31.952,0,31.952,3
31.953,2,31.953,2
31.954,2,31.954,2
31.955,1,31.955,1
31.956,1,31.956,1
31.957,1,31.957,0
31.958,0,31.958,0
31.959,2,31.959,2
31.96,2,31.96,0
31.961,0,31.961,0
31.962,0,31.962,1
31.963,0,31.963,0
31.964,0,31.964,0
31.965,0,31.965,0
31.966,0,31.966,0
31.967,0,31.967,0
31.968,0,31.968,0
31.969,0,31.969,0
31.97,0,31.97,0
31.971,1,31.971,0
31.972,0,31.972,3
31.973,2,31.973,2
31.974,2,31.974,2
31.975,1,31.975,1
31.976,1,31.976,1
31.977,1,31.977,0
31.978,0,31.978,0
31.979,2,31.979,1
31.98,2,31.98,0
31.981,0,31.981,0
31.982,0,31.982,1
31.983,0,31.983,0
31.984,0,31.984,0
31.985,0,31.985,0
31.986,0,31.986,0
31.987,0,31.987,0
31.988,0,31.988,0
31.989,0,31.989,0
31.99,0,31.99,0
31.991,1,31.991,0
31.992,0,31.992,3
31.993,2,31.993,2
31.994,2,31.994,2
31.995,1,31.995,1
31.996,1,31.996,1
31.997,1,31.997,0
31.998,0,31.998,0
31.999,2,31.999,1
32,2,32,0
32.001,0,32.001,0
32.002,0,32.002,1
32.003,0,32.003,0
32.004,0,32.004,0
32.005,0,32.005,0
32.006,0,32.006,0
32.007,0,32.007,0
32.008,0,32.008,0
32.009,0,32.009,0
32.01,0,32.01,0
32.011,1,32.011,0
32.012,0,32.012,3
32.013,2,32.013,2
32.014,2,32.014,2
32.015,1,32.015,1
32.016,1,32.016,1
32.017,1,32.017,0
32.018,0,32.018,0
32.019,2,32.019,1
32.02,2,32.02,0
32.021,0,32.021,0
32.022,0,32.022,1
32.023,0,32.023,0
32.024,0,32.024,0
32.025,0,32.025,0
32.026,0,32.026,0
32.027,0,32.027,0
32.028,0,32.028,0
32.029,0,32.029,0
32.03,0,32.03,0
32.031,1,32.031,0
32.032,0,32.032,3
32.033,2,32.033,2
32.034,2,32.034,2
32.035,1,32.035,1
32.036,1,32.036,1
32.037,1,32.037,0
32.038,0,32.038,0
32.039,2,32.039,1
32.04,2,32.04,0
32.041,0,32.041,0
32.042,0,32.042,1
32.043,0,32.043,0
32.044,0,32.044,0
32.045,0,32.045,0
32.046,0,32.046,0
32.047,0,32.047,0
32.048,0,32.048,0
32.049,0,32.049,0
32.05,0,32.05,0
32.051,1,32.051,0
32.052,0,32.052,3
32.053,2,32.053,2
32.054,2,32.054,2
32.055,1,32.055,1
32.056,1,32.056,1
32.057,1,32.057,0
32.058,0,32.058,0
32.059,2,32.059,1
32.06,2,32.06,0
32.061,0,32.061,0
32.062,0,32.062,1
32.063,0,32.063,0
32.064,0,32.064,0
32.065,0,32.065,0
32.066,0,32.066,0
32.067,0,32.067,0
32.068,0,32.068,0
32.069,0,32.069,0
32.07,0,32.07,0
32.071,1,32.071,0
32.072,0,32.072,3
32.073,2,32.073,2
32.074,2,32.074,2
32.075,1,32.075,1
32.076,1,32.076,1
32.077,1,32.077,0
32.078,0,32.078,0
32.079,2,32.079,1
32.08,2,32.08,0
32.081,0,32.081,0
32.082,0,32.082,1
32.083,0,32.083,0
32.084,0,32.084,0
32.085,0,32.085,0
32.086,0,32.086,0
32.087,0,32.087,0
32.088,0,32.088,0
32.089,0,32.089,0
32.09,0,32.09,0
32.091,1,32.091,0
32.092,0,32.092,3
32.093,2,32.093,2
32.094,2,32.094,2
32.095,1,32.095,1
32.096,1,32.096,1
32.097,1,32.097,0
32.098,0,32.098,0
32.099,2,32.099,1
32.1,2,32.1,0
32.101,0,32.101,0
32.102,0,32.102,1
32.103,0,32.103,0
32.104,0,32.104,0
32.105,0,32.105,0
32.106,0,32.106,0
32.107,0,32.107,0
32.108,0,32.108,0
32.109,0,32.109,0
32.11,0,32.11,0
32.111,1,32.111,0
32.112,0,32.112,3
32.113,2,32.113,2
32.114,2,32.114,2
32.115,1,32.115,1
32.116,1,32.116,1
32.117,1,32.117,0
32.118,0,32.118,0
32.119,2,32.119,1
32.12,2,32.12,0
32.121,0,32.121,0
32.122,0,32.122,1
32.123,0,32.123,0
32.124,0,32.124,0
32.125,0,32.125,0
32.126,0,32.126,0
32.127,0,32.127,0
32.128,0,32.128,0
32.129,0,32.129,0
32.13,0,32.13,0
32.131,1,32.131,0
32.132,0,32.132,3
32.133,2,32.133,2
32.134,2,32.134,2
32.135,1,32.135,1
32.136,1,32.136,1
32.137,1,32.137,0
32.138,0,32.138,0
32.139,2,32.139,1
32.14,2,32.14,0
32.141,0,32.141,0
32.142,0,32.142,1
32.143,0,32.143,0
32.144,0,32.144,0
32.145,0,32.145,0
32.146,0,32.146,0
32.147,0,32.147,0
32.148,0,32.148,0
32.149,0,32.149,0
32.15,0,32.15,0
32.151,1,32.151,0
32.152,0,32.152,3
32.153,2,32.153,2
32.154,2,32.154,2
32.155,1,32.155,1
32.156,1,32.156,1
32.157,1,32.157,0
32.158,0,32.158,0
32.159,2,32.159,1
32.16,2,32.16,0
32.161,0,32.161,0
32.162,1,32.162,1
32.163,0,32.163,0
32.164,0,32.164,0
32.165,0,32.165,0
32.166,0,32.166,0
32.167,0,32.167,0
32.168,0,32.168,0
32.169,0,32.169,0
32.17,0,32.17,0
32.171,1,32.171,0
32.172,0,32.172,3
32.173,2,32.173,2
32.174,2,32.174,2
32.175,1,32.175,1
32.176,1,32.176,1
32.177,1,32.177,0
32.178,0,32.178,0
32.179,2,32.179,1
32.18,2,32.18,0
32.181,0,32.181,0
32.182,0,32.182,1
32.183,0,32.183,0
32.184,0,32.184,0
32.185,0,32.185,0
32.186,0,32.186,0
32.187,0,32.187,0
32.188,0,32.188,0
32.189,0,32.189,0
32.19,0,32.19,0
32.191,1,32.191,0
32.192,0,32.192,3
32.193,2,32.193,2
32.194,2,32.194,2
32.195,1,32.195,1
32.196,1,32.196,1
32.197,1,32.197,0
32.198,0,32.198,0
32.199,2,32.199,1
32.2,2,32.2,1
32.201,0,32.201,0
32.202,0,32.202,1
32.203,0,32.203,0
32.204,0,32.204,0
32.205,0,32.205,0
32.206,0,32.206,0
32.207,0,32.207,0
32.208,0,32.208,0
32.209,0,32.209,0
32.21,0,32.21,0
32.211,1,32.211,0
32.212,0,32.212,3
32.213,2,32.213,2
32.214,2,32.214,2
32.215,1,32.215,1
32.216,1,32.216,1
32.217,1,32.217,0
32.218,0,32.218,0
32.219,2,32.219,1
32.22,2,32.22,0
32.221,0,32.221,0
32.222,0,32.222,1
32.223,0,32.223,0
32.224,0,32.224,0
32.225,0,32.225,0
32.226,0,32.226,0
32.227,0,32.227,0
32.228,0,32.228,0
32.229,0,32.229,0
32.23,0,32.23,0
32.231,1,32.231,0
32.232,0,32.232,3
32.233,2,32.233,2
32.234,2,32.234,2
32.235,1,32.235,1
32.236,1,32.236,1
32.237,1,32.237,0
32.238,0,32.238,0
32.239,2,32.239,1
32.24,2,32.24,0
32.241,0,32.241,0
32.242,0,32.242,1
32.243,0,32.243,0
32.244,0,32.244,0
32.245,0,32.245,0
32.246,0,32.246,0
32.247,0,32.247,0
32.248,0,32.248,0
32.249,0,32.249,0
32.25,0,32.25,0
32.251,1,32.251,0
32.252,0,32.252,3
32.253,2,32.253,2
32.254,2,32.254,2
32.255,1,32.255,1
32.256,1,32.256,1
32.257,1,32.257,0
32.258,0,32.258,0
32.259,2,32.259,1
32.26,2,32.26,0
32.261,0,32.261,0
32.262,0,32.262,1
32.263,0,32.263,0
32.264,0,32.264,0
32.265,0,32.265,0
32.266,0,32.266,0
32.267,0,32.267,0
32.268,0,32.268,0
32.269,0,32.269,0
32.27,0,32.27,0
32.271,1,32.271,0
32.272,0,32.272,3
32.273,2,32.273,2
32.274,2,32.274,2
32.275,1,32.275,1
32.276,1,32.276,1
32.277,1,32.277,0
32.278,0,32.278,0
32.279,2,32.279,1
32.28,2,32.28,0
32.281,0,32.281,0
32.282,0,32.282,1
32.283,0,32.283,0
32.284,0,32.284,0
32.285,0,32.285,0
32.286,0,32.286,0
32.287,0,32.287,0
32.288,0,32.288,0
32.289,0,32.289,0
32.29,0,32.29,0
32.291,1,32.291,0
32.292,0,32.292,3
32.293,2,32.293,2
32.294,2,32.294,2
32.295,1,32.295,1
32.296,1,32.296,1
32.297,1,32.297,0
32.298,0,32.298,0
32.299,2,32.299,1
32.3,2,32.3,0
32.301,0,32.301,0
32.302,0,32.302,1
32.303,0,32.303,0
32.304,0,32.304,0
32.305,0,32.305,0
32.306,0,32.306,0
32.307,0,32.307,0
32.308,0,32.308,0
32.309,0,32.309,0
32.31,0,32.31,0
32.311,1,32.311,0
32.312,0,32.312,3
32.313,2,32.313,2
32.314,2,32.314,2
32.315,1,32.315,1
32.316,1,32.316,1
32.317,1,32.317,0
32.318,0,32.318,0
32.319,2,32.319,1
32.32,2,32.32,0
32.321,0,32.321,0
32.322,0,32.322,1
32.323,0,32.323,0
32.324,0,32.324,0
32.325,0,32.325,0
32.326,0,32.326,0
32.327,0,32.327,0
32.328,0,32.328,0
32.329,0,32.329,0
32.33,0,32.33,0
32.331,1,32.331,0
32.332,0,32.332,3
32.333,2,32.333,2
32.334,2,32.334,2
32.335,1,32.335,1
32.336,1,32.336,1
32.337,1,32.337,0
32.338,0,32.338,0
32.339,2,32.339,1
32.34,2,32.34,0
32.341,0,32.341,0
32.342,0,32.342,1
32.343,0,32.343,0
32.344,0,32.344,0
32.345,0,32.345,0
32.346,0,32.346,0
32.347,0,32.347,0
32.348,0,32.348,0
32.349,0,32.349,0
32.35,0,32.35,0
32.351,1,32.351,0
32.352,0,32.352,3
32.353,2,32.353,2
32.354,2,32.354,2
32.355,1,32.355,1
32.356,1,32.356,1
32.357,1,32.357,0
32.358,0,32.358,0
32.359,2,32.359,1
32.36,2,32.36,0
32.361,0,32.361,0
32.362,0,32.362,1
32.363,0,32.363,0
32.364,0,32.364,0
32.365,0,32.365,0
32.366,0,32.366,0
32.367,0,32.367,0
32.368,0,32.368,0
32.369,0,32.369,0
32.37,0,32.37,0
32.371,1,32.371,0
32.372,0,32.372,3
32.373,2,32.373,2
32.374,2,32.374,2
32.375,1,32.375,1
32.376,1,32.376,1
32.377,1,32.377,0
32.378,0,32.378,0
32.379,2,32.379,1
32.38,2,32.38,0
32.381,0,32.381,0
32.382,0,32.382,1
32.383,0,32.383,0
32.384,0,32.384,0
32.385,0,32.385,0
32.386,0,32.386,0
32.387,0,32.387,0
32.388,0,32.388,0
32.389,0,32.389,0
32.39,0,32.39,0
32.391,1,32.391,0
32.392,0,32.392,3
32.393,2,32.393,2
32.394,2,32.394,2
32.395,1,32.395,1
32.396,1,32.396,1
32.397,1,32.397,0
32.398,0,32.398,0
32.399,2,32.399,1
32.4,2,32.4,0
32.401,0,32.401,0
32.402,0,32.402,1
32.403,0,32.403,0
32.404,0,32.404,0
32.405,0,32.405,0
32.406,0,32.406,0
32.407,0,32.407,0
32.408,0,32.408,0
32.409,0,32.409,0
32.41,0,32.41,0
32.411,1,32.411,0
32.412,0,32.412,3
32.413,2,32.413,2
32.414,2,32.414,2
32.415,1,32.415,1
32.416,1,32.416,1
32.417,1,32.417,0
32.418,0,32.418,0
32.419,2,32.419,1
32.42,2,32.42,0
32.421,0,32.421,0
32.422,0,32.422,1
32.423,0,32.423,0
32.424,0,32.424,0
32.425,0,32.425,0
32.426,0,32.426,0
32.427,0,32.427,0
32.428,0,32.428,0
32.429,0,32.429,0
32.43,0,32.43,0
32.431,1,32.431,0
32.432,0,32.432,3
32.433,2,32.433,2
32.434,2,32.434,2
32.435,1,32.435,1
32.436,1,32.436,1
32.437,1,32.437,0
32.438,0,32.438,0
32.439,2,32.439,1
32.44,2,32.44,0
32.441,0,32.441,0
32.442,0,32.442,1
32.443,0,32.443,0
32.444,0,32.444,0
32.445,0,32.445,0
32.446,0,32.446,0
32.447,0,32.447,0
32.448,0,32.448,0
32.449,0,32.449,0
32.45,0,32.45,0
32.451,1,32.451,0
32.452,0,32.452,3
32.453,2,32.453,2
32.454,2,32.454,2
32.455,1,32.455,1
32.456,1,32.456,1
32.457,1,32.457,0
32.458,0,32.458,0
32.459,2,32.459,1
32.46,2,32.46,0
32.461,0,32.461,0
32.462,0,32.462,1
32.463,0,32.463,0
32.464,0,32.464,0
32.465,0,32.465,0
32.466,0,32.466,0
32.467,0,32.467,0
32.468,0,32.468,0
32.469,0,32.469,0
32.47,0,32.47,0
32.471,1,32.471,0
32.472,0,32.472,3
32.473,2,32.473,2
32.474,2,32.474,2
32.475,1,32.475,1
32.476,1,32.476,1
32.477,1,32.477,0
32.478,0,32.478,0
32.479,2,32.479,1
32.48,2,32.48,0
32.481,0,32.481,0
32.482,0,32.482,1
32.483,0,32.483,0
32.484,0,32.484,0
32.485,0,32.485,0
32.486,0,32.486,0
32.487,0,32.487,0
32.488,0,32.488,0
32.489,0,32.489,0
32.49,0,32.49,0
32.491,1,32.491,0
32.492,0,32.492,3
32.493,2,32.493,2
32.494,2,32.494,2
32.495,1,32.495,1
32.496,1,32.496,1
32.497,1,32.497,0
32.498,0,32.498,0
32.499,2,32.499,1
32.5,2,32.5,0
32.501,0,32.501,0
32.502,0,32.502,1
32.503,0,32.503,0
32.504,0,32.504,0
32.505,0,32.505,0
32.506,0,32.506,0
32.507,0,32.507,0
32.508,0,32.508,0
32.509,0,32.509,0
32.51,0,32.51,0
32.511,1,32.511,0
32.512,0,32.512,3
32.513,2,32.513,2
32.514,2,32.514,2
32.515,1,32.515,1
32.516,1,32.516,1
32.517,1,32.517,0
32.518,0,32.518,0
32.519,2,32.519,1
32.52,2,32.52,0
32.521,0,32.521,0
32.522,0,32.522,1
32.523,0,32.523,0
32.524,0,32.524,0
32.525,0,32.525,0
32.526,0,32.526,0
32.527,0,32.527,0
32.528,0,32.528,0
32.529,0,32.529,0
32.53,0,32.53,0
32.531,1,32.531,0
32.532,0,32.532,3
32.533,2,32.533,2
32.534,2,32.534,2
32.535,1,32.535,1
32.536,1,32.536,1
32.537,1,32.537,0
32.538,0,32.538,0
32.539,2,32.539,1
32.54,2,32.54,0
32.541,0,32.541,0
32.542,0,32.542,1
32.543,0,32.543,0
32.544,0,32.544,0
32.545,0,32.545,0
32.546,0,32.546,0
32.547,0,32.547,0
32.548,0,32.548,0
32.549,0,32.549,0
32.55,0,32.55,0
32.551,1,32.551,0
32.552,0,32.552,3
32.553,2,32.553,2
32.554,2,32.554,2
32.555,1,32.555,1
32.556,1,32.556,1
32.557,1,32.557,0
32.558,0,32.558,0
32.559,2,32.559,1
32.56,2,32.56,0
32.561,0,32.561,0
32.562,0,32.562,1
32.563,0,32.563,0
32.564,0,32.564,0
32.565,0,32.565,0
32.566,0,32.566,0
32.567,0,32.567,0
32.568,0,32.568,0
32.569,0,32.569,0
32.57,0,32.57,0
32.571,1,32.571,0
32.572,0,32.572,3
32.573,2,32.573,2
32.574,2,32.574,2
32.575,1,32.575,1
32.576,1,32.576,1
32.577,1,32.577,0
32.578,0,32.578,0
32.579,2,32.579,1
32.58,3,32.58,1
32.581,0,32.581,0
32.582,0,32.582,1
32.583,0,32.583,0
32.584,0,32.584,0
32.585,0,32.585,0
32.586,1,32.586,1
32.587,0,32.587,0
32.588,0,32.588,0
32.589,0,32.589,0
32.59,0,32.59,0
32.591,1,32.591,0
32.592,1,32.592,4
32.593,2,32.593,2
32.594,2,32.594,2
32.595,1,32.595,1
32.596,1,32.596,1
32.597,1,32.597,0
32.598,0,32.598,0
32.599,2,32.599,1
32.6,3,32.6,1
32.601,0,32.601,0
32.602,0,32.602,0
32.603,0,32.603,0
32.604,0,32.604,0
32.605,0,32.605,0
32.606,1,32.606,1
32.607,0,32.607,0
32.608,0,32.608,0
32.609,0,32.609,0
32.61,0,32.61,0
32.611,1,32.611,0
32.612,1,32.612,4
32.613,2,32.613,2
32.614,2,32.614,2
32.615,1,32.615,1
32.616,1,32.616,1
32.617,1,32.617,0
32.618,0,32.618,0
32.619,2,32.619,1
32.62,3,32.62,1
32.621,0,32.621,0
32.622,0,32.622,0
32.623,0,32.623,0
32.624,0,32.624,0
32.625,0,32.625,0
32.626,1,32.626,1
32.627,0,32.627,0
32.628,0,32.628,0
32.629,0,32.629,0
32.63,0,32.63,0
32.631,1,32.631,0
32.632,1,32.632,4
32.633,2,32.633,2
32.634,2,32.634,2
32.635,1,32.635,1
32.636,1,32.636,1
32.637,1,32.637,0
32.638,0,32.638,0
32.639,2,32.639,1
32.64,3,32.64,1
32.641,0,32.641,0
32.642,0,32.642,0
32.643,0,32.643,0
32.644,0,32.644,0
32.645,0,32.645,0
32.646,1,32.646,1
32.647,0,32.647,0
32.648,0,32.648,0
32.649,0,32.649,0
32.65,0,32.65,0
32.651,1,32.651,0
32.652,1,32.652,4
32.653,2,32.653,2
32.654,3,32.654,2
32.655,1,32.655,1
32.656,1,32.656,1
32.657,1,32.657,0
32.658,0,32.658,0
32.659,2,32.659,1
32.66,2,32.66,0
32.661,0,32.661,0
32.662,0,32.662,0
32.663,0,32.663,0
32.664,0,32.664,0
32.665,0,32.665,0
32.666,0,32.666,0
